======PRINT TOP-K FREQUENT ITEMSETS FROM UNCERTAIN DATABASES=====

Itemset [598] | ExpSup=13.5100
Itemset [1125] | ExpSup=8.9300
Itemset [648] | ExpSup=8.9200
Itemset [663] | ExpSup=8.9200
Itemset [1386] | ExpSup=8.9200
Itemset [147] | ExpSup=8.9100
Itemset [1160] | ExpSup=8.9000
Itemset [377] | ExpSup=8.9000
Itemset [1379] | ExpSup=8.8700
Itemset [227] | ExpSup=8.8600
Itemset [440] | ExpSup=8.8500
Itemset [1093] | ExpSup=8.8400
Itemset [1213] | ExpSup=8.8100
Itemset [711] | ExpSup=8.8000
Itemset [242] | ExpSup=8.7900
Itemset [167] | ExpSup=8.7700
Itemset [412] | ExpSup=8.7500
Itemset [222] | ExpSup=8.7400
Itemset [12] | ExpSup=8.7300
Itemset [1506] | ExpSup=8.7300
Itemset [1179] | ExpSup=8.7200
Itemset [502] | ExpSup=8.7200
Itemset [727] | ExpSup=8.7200
Itemset [321] | ExpSup=8.7200
Itemset [1147] | ExpSup=8.6800
Itemset [1191] | ExpSup=8.6600
Itemset [1054] | ExpSup=8.6600
Itemset [1150] | ExpSup=8.6400
Itemset [1252] | ExpSup=8.6400
Itemset [607] | ExpSup=8.6300
Itemset [73] | ExpSup=8.6300
Itemset [1541] | ExpSup=8.6200
Itemset [11] | ExpSup=8.5900
Itemset [466] | ExpSup=8.5700
Itemset [333] | ExpSup=8.5700
Itemset [643] | ExpSup=8.5600
Itemset [1223] | ExpSup=8.5600
Itemset [126] | ExpSup=8.5500
Itemset [1163] | ExpSup=8.5300
Itemset [351] | ExpSup=8.5300
Itemset [422] | ExpSup=8.5300
Itemset [1008] | ExpSup=8.5200
Itemset [189] | ExpSup=8.5200
Itemset [179] | ExpSup=8.5100
Itemset [1038] | ExpSup=8.5100
Itemset [1194] | ExpSup=8.5100
Itemset [225] | ExpSup=8.5100
Itemset [493] | ExpSup=8.5100
Itemset [1292] | ExpSup=8.5000
Itemset [1142] | ExpSup=8.4800
Itemset [128] | ExpSup=8.4500
Itemset [403] | ExpSup=8.4500
Itemset [420] | ExpSup=8.4400
Itemset [1530] | ExpSup=8.4300
Itemset [57] | ExpSup=8.4200
Itemset [392] | ExpSup=8.4200
Itemset [363] | ExpSup=8.4100
Itemset [270] | ExpSup=8.4000
Itemset [1167] | ExpSup=8.4000
Itemset [669] | ExpSup=8.3800
Itemset [1515] | ExpSup=8.3800
Itemset [1247] | ExpSup=8.3700
Itemset [1121] | ExpSup=8.3700
Itemset [455] | ExpSup=8.3700
Itemset [340] | ExpSup=8.3700
Itemset [1192] | ExpSup=8.3700
Itemset [1371] | ExpSup=8.3600
Itemset [708] | ExpSup=8.3500
Itemset [483] | ExpSup=8.3300
Itemset [600] | ExpSup=8.3300
Itemset [1385] | ExpSup=8.3200
Itemset [533] | ExpSup=8.3200
Itemset [137] | ExpSup=8.3100
Itemset [679] | ExpSup=8.3100
Itemset [1135] | ExpSup=8.3100
Itemset [262] | ExpSup=8.3000
Itemset [121] | ExpSup=8.2900
Itemset [915] | ExpSup=8.2900
Itemset [638] | ExpSup=8.2800
Itemset [752] | ExpSup=8.2800
Itemset [1487] | ExpSup=8.2800
Itemset [285] | ExpSup=8.2700
Itemset [388] | ExpSup=8.2700
Itemset [1286] | ExpSup=8.2700
Itemset [1169] | ExpSup=8.2700
Itemset [1319] | ExpSup=8.2400
Itemset [291] | ExpSup=8.2300
Itemset [1542] | ExpSup=8.2300
Itemset [906] | ExpSup=8.2000
Itemset [898] | ExpSup=8.2000
Itemset [174] | ExpSup=8.1700
Itemset [862] | ExpSup=8.1600
Itemset [1189] | ExpSup=8.1600
Itemset [1068] | ExpSup=8.1600
Itemset [1452] | ExpSup=8.1600
Itemset [1514] | ExpSup=8.1500
Itemset [559] | ExpSup=8.1500
Itemset [494] | ExpSup=8.1500
Itemset [1237] | ExpSup=8.1400
Itemset [750] | ExpSup=8.1400
Itemset [1257] | ExpSup=8.1400
Itemset [1239] | ExpSup=8.1400
Itemset [1308] | ExpSup=8.1100
Itemset [681] | ExpSup=8.1100
Itemset [1339] | ExpSup=8.1000
Itemset [1228] | ExpSup=8.1000
Itemset [1289] | ExpSup=8.0800
Itemset [1013] | ExpSup=8.0800
Itemset [1326] | ExpSup=8.0700
Itemset [165] | ExpSup=8.0700
Itemset [506] | ExpSup=8.0700
Itemset [813] | ExpSup=8.0700
Itemset [695] | ExpSup=8.0600
Itemset [290] | ExpSup=8.0600
Itemset [359] | ExpSup=8.0600
Itemset [1106] | ExpSup=8.0500
Itemset [1488] | ExpSup=8.0400
Itemset [979] | ExpSup=8.0400
Itemset [1159] | ExpSup=8.0400
Itemset [307] | ExpSup=8.0400
Itemset [1503] | ExpSup=8.0300
Itemset [1305] | ExpSup=8.0300
Itemset [4] | ExpSup=8.0200
Itemset [1250] | ExpSup=8.0200
Itemset [1172] | ExpSup=8.0100
Itemset [1162] | ExpSup=7.9900
Itemset [859] | ExpSup=7.9900
Itemset [418] | ExpSup=7.9900
Itemset [1508] | ExpSup=7.9800
Itemset [1322] | ExpSup=7.9800
Itemset [1346] | ExpSup=7.9700
Itemset [145] | ExpSup=7.9600
Itemset [1077] | ExpSup=7.9500
Itemset [554] | ExpSup=7.9500
Itemset [1151] | ExpSup=7.9400
Itemset [1216] | ExpSup=7.9300
Itemset [1359] | ExpSup=7.9300
Itemset [442] | ExpSup=7.9300
Itemset [104] | ExpSup=7.9200
Itemset [299] | ExpSup=7.9200
Itemset [246] | ExpSup=7.9100
Itemset [16] | ExpSup=7.9000
Itemset [252] | ExpSup=7.9000
Itemset [566] | ExpSup=7.9000
Itemset [557] | ExpSup=7.8900
Itemset [1202] | ExpSup=7.8900
Itemset [261] | ExpSup=7.8900
Itemset [1059] | ExpSup=7.8800
Itemset [478] | ExpSup=7.8800
Itemset [858] | ExpSup=7.8700
Itemset [1012] | ExpSup=7.8700
Itemset [592] | ExpSup=7.8700
Itemset [63] | ExpSup=7.8700
Itemset [1028] | ExpSup=7.8600
Itemset [595] | ExpSup=7.8500
Itemset [395] | ExpSup=7.8500
Itemset [325] | ExpSup=7.8500
Itemset [801] | ExpSup=7.8400
Itemset [1047] | ExpSup=7.8300
Itemset [631] | ExpSup=7.8300
Itemset [749] | ExpSup=7.8300
Itemset [1030] | ExpSup=7.8200
Itemset [542] | ExpSup=7.8100
Itemset [352] | ExpSup=7.8100
Itemset [694] | ExpSup=7.8100
Itemset [1155] | ExpSup=7.8000
Itemset [209] | ExpSup=7.7700
Itemset [649] | ExpSup=7.7700
Itemset [76] | ExpSup=7.7700
Itemset [1253] | ExpSup=7.7700
Itemset [208] | ExpSup=7.7700
Itemset [1533] | ExpSup=7.7700
Itemset [1026] | ExpSup=7.7700
Itemset [369] | ExpSup=7.7600

============= TOP-K FREQUENT FROM UNCERTAIN DATABASES=============
 Top K = 300
 Items count from dataset: 1559
 Transactions count from dataset : 4141
 Maximum memory usage : 0.6232986450195312 mb
 Total time ~ 490 ms
===================================================
