======PRINT TOP-K FREQUENT ITEMSETS FROM UNCERTAIN DATABASES=====

Itemset [173] | ExpSup=15.8500
Itemset [533] | ExpSup=9.9700
Itemset [84] | ExpSup=9.9700
Itemset [117] | ExpSup=9.9600
Itemset [1551] | ExpSup=9.9600
Itemset [1282] | ExpSup=9.9300
Itemset [131] | ExpSup=9.9200
Itemset [1101] | ExpSup=9.8900
Itemset [1503] | ExpSup=9.8300
Itemset [1517] | ExpSup=9.8100
Itemset [1047] | ExpSup=9.7800
Itemset [726] | ExpSup=9.7600
Itemset [686] | ExpSup=9.7600
Itemset [1188] | ExpSup=9.7200
Itemset [1179] | ExpSup=9.6700
Itemset [442] | ExpSup=9.6500
Itemset [1478] | ExpSup=9.6400
Itemset [1531] | ExpSup=9.6400
Itemset [1412] | ExpSup=9.6300
Itemset [1064] | ExpSup=9.6100
Itemset [57] | ExpSup=9.6100
Itemset [1159] | ExpSup=9.6000
Itemset [1519] | ExpSup=9.5900
Itemset [603] | ExpSup=9.5800
Itemset [312] | ExpSup=9.5600
Itemset [604] | ExpSup=9.5600
Itemset [1093] | ExpSup=9.5300
Itemset [1052] | ExpSup=9.5200
Itemset [1297] | ExpSup=9.5200
Itemset [873] | ExpSup=9.5200
Itemset [1122] | ExpSup=9.5000
Itemset [160] | ExpSup=9.4900
Itemset [348] | ExpSup=9.4900
Itemset [1346] | ExpSup=9.4300
Itemset [483] | ExpSup=9.4100
Itemset [1367] | ExpSup=9.4100
Itemset [1360] | ExpSup=9.4000
Itemset [314] | ExpSup=9.3700
Itemset [1070] | ExpSup=9.2900
Itemset [1370] | ExpSup=9.2400
Itemset [765] | ExpSup=9.2300
Itemset [1511] | ExpSup=9.2300
Itemset [563] | ExpSup=9.2000
Itemset [1452] | ExpSup=9.1900
Itemset [1236] | ExpSup=9.1700
Itemset [660] | ExpSup=9.1400
Itemset [111] | ExpSup=9.1400
Itemset [497] | ExpSup=9.1100
Itemset [433] | ExpSup=9.1100
Itemset [1509] | ExpSup=9.1000
Itemset [568] | ExpSup=9.1000
Itemset [1515] | ExpSup=9.1000
Itemset [242] | ExpSup=9.0800
Itemset [359] | ExpSup=9.0700
Itemset [925] | ExpSup=9.0500
Itemset [673] | ExpSup=9.0500
Itemset [839] | ExpSup=9.0400
Itemset [126] | ExpSup=9.0200
Itemset [176] | ExpSup=8.9900
Itemset [1456] | ExpSup=8.9900
Itemset [1395] | ExpSup=8.9900
Itemset [593] | ExpSup=8.9700
Itemset [1300] | ExpSup=8.9400
Itemset [528] | ExpSup=8.9200
Itemset [1256] | ExpSup=8.9100
Itemset [772] | ExpSup=8.9000
Itemset [1152] | ExpSup=8.9000
Itemset [1475] | ExpSup=8.9000
Itemset [817] | ExpSup=8.8900
Itemset [1033] | ExpSup=8.8700
Itemset [1142] | ExpSup=8.8600
Itemset [1225] | ExpSup=8.8500
Itemset [459] | ExpSup=8.8400
Itemset [746] | ExpSup=8.8400
Itemset [238] | ExpSup=8.8300
Itemset [462] | ExpSup=8.8100
Itemset [1212] | ExpSup=8.8000
Itemset [562] | ExpSup=8.8000
Itemset [206] | ExpSup=8.8000
Itemset [46] | ExpSup=8.7900
Itemset [1491] | ExpSup=8.7900
Itemset [1339] | ExpSup=8.7700
Itemset [468] | ExpSup=8.7700
Itemset [184] | ExpSup=8.7600
Itemset [1044] | ExpSup=8.7600
Itemset [1143] | ExpSup=8.7600
Itemset [1160] | ExpSup=8.7500
Itemset [878] | ExpSup=8.7500
Itemset [440] | ExpSup=8.7500
Itemset [674] | ExpSup=8.7300
Itemset [1247] | ExpSup=8.7200
Itemset [1147] | ExpSup=8.7100
Itemset [1078] | ExpSup=8.7000
Itemset [277] | ExpSup=8.7000
Itemset [651] | ExpSup=8.6800
Itemset [1110] | ExpSup=8.6700
Itemset [1294] | ExpSup=8.6700
Itemset [1445] | ExpSup=8.6700
Itemset [407] | ExpSup=8.6600
Itemset [1155] | ExpSup=8.6600
Itemset [179] | ExpSup=8.6500
Itemset [681] | ExpSup=8.6400
Itemset [1484] | ExpSup=8.6400
Itemset [1521] | ExpSup=8.6400
Itemset [1386] | ExpSup=8.6300
Itemset [577] | ExpSup=8.6300
Itemset [507] | ExpSup=8.6300
Itemset [1344] | ExpSup=8.6300
Itemset [669] | ExpSup=8.6200
Itemset [708] | ExpSup=8.6200
Itemset [1013] | ExpSup=8.6200
Itemset [1232] | ExpSup=8.6200
Itemset [629] | ExpSup=8.6200
Itemset [90] | ExpSup=8.6100
Itemset [905] | ExpSup=8.6100
Itemset [1439] | ExpSup=8.6000
Itemset [374] | ExpSup=8.6000
Itemset [1469] | ExpSup=8.5900
Itemset [654] | ExpSup=8.5800
Itemset [1245] | ExpSup=8.5800
Itemset [1066] | ExpSup=8.5600
Itemset [151] | ExpSup=8.5400
Itemset [315] | ExpSup=8.5100
Itemset [1230] | ExpSup=8.4700
Itemset [165] | ExpSup=8.4600
Itemset [1186] | ExpSup=8.4600
Itemset [1153] | ExpSup=8.4600
Itemset [1165] | ExpSup=8.4500
Itemset [752] | ExpSup=8.4500
Itemset [302] | ExpSup=8.4300
Itemset [1059] | ExpSup=8.4300
Itemset [670] | ExpSup=8.4300
Itemset [1035] | ExpSup=8.4100
Itemset [698] | ExpSup=8.4100
Itemset [487] | ExpSup=8.4000
Itemset [860] | ExpSup=8.4000
Itemset [583] | ExpSup=8.3900
Itemset [396] | ExpSup=8.3800
Itemset [1333] | ExpSup=8.3800
Itemset [1063] | ExpSup=8.3800
Itemset [194] | ExpSup=8.3700
Itemset [1266] | ExpSup=8.3600
Itemset [1382] | ExpSup=8.3600
Itemset [1068] | ExpSup=8.3600
Itemset [1012] | ExpSup=8.3600
Itemset [889] | ExpSup=8.3500
Itemset [580] | ExpSup=8.3500
Itemset [333] | ExpSup=8.3500
Itemset [1535] | ExpSup=8.3000
Itemset [69] | ExpSup=8.3000
Itemset [915] | ExpSup=8.3000
Itemset [1127] | ExpSup=8.2900
Itemset [1128] | ExpSup=8.2900
Itemset [1181] | ExpSup=8.2700
Itemset [248] | ExpSup=8.2600
Itemset [887] | ExpSup=8.2600
Itemset [1496] | ExpSup=8.2300
Itemset [682] | ExpSup=8.2300
Itemset [353] | ExpSup=8.2000
Itemset [207] | ExpSup=8.1700
Itemset [1477] | ExpSup=8.1700
Itemset [886] | ExpSup=8.1600
Itemset [1539] | ExpSup=8.1600
Itemset [1316] | ExpSup=8.1500
Itemset [725] | ExpSup=8.1500
Itemset [1454] | ExpSup=8.1500
Itemset [1205] | ExpSup=8.1500
Itemset [437] | ExpSup=8.1400
Itemset [1420] | ExpSup=8.1400
Itemset [323] | ExpSup=8.1400
Itemset [1324] | ExpSup=8.1300
Itemset [112] | ExpSup=8.1200
Itemset [1199] | ExpSup=8.1100
Itemset [118] | ExpSup=8.1100
Itemset [1021] | ExpSup=8.1100
Itemset [128] | ExpSup=8.1000
Itemset [679] | ExpSup=8.1000
Itemset [1028] | ExpSup=8.1000
Itemset [12] | ExpSup=8.0900
Itemset [320] | ExpSup=8.0800
Itemset [137] | ExpSup=8.0800
Itemset [1379] | ExpSup=8.0700
Itemset [167] | ExpSup=8.0600
Itemset [124] | ExpSup=8.0600
Itemset [1381] | ExpSup=8.0600
Itemset [261] | ExpSup=8.0500
Itemset [1036] | ExpSup=8.0400
Itemset [4] | ExpSup=8.0400
Itemset [1102] | ExpSup=8.0100
Itemset [883] | ExpSup=8.0100
Itemset [352] | ExpSup=8.0000
Itemset [821] | ExpSup=8.0000
Itemset [1246] | ExpSup=8.0000
Itemset [1083] | ExpSup=8.0000
Itemset [813] | ExpSup=8.0000
Itemset [1329] | ExpSup=8.0000
Itemset [1462] | ExpSup=7.9800
Itemset [1322] | ExpSup=7.9800
Itemset [299] | ExpSup=7.9600
Itemset [412] | ExpSup=7.9600
Itemset [196] | ExpSup=7.9600
Itemset [1148] | ExpSup=7.9500
Itemset [1530] | ExpSup=7.9500
Itemset [455] | ExpSup=7.9400
Itemset [1125] | ExpSup=7.9400
Itemset [300] | ExpSup=7.9400
Itemset [1216] | ExpSup=7.9300
Itemset [360] | ExpSup=7.9300
Itemset [262] | ExpSup=7.9200
Itemset [1023] | ExpSup=7.9000
Itemset [166] | ExpSup=7.9000
Itemset [285] | ExpSup=7.8800
Itemset [1135] | ExpSup=7.8700
Itemset [1348] | ExpSup=7.8600
Itemset [1030] | ExpSup=7.8600
Itemset [1226] | ExpSup=7.8500
Itemset [1118] | ExpSup=7.8500
Itemset [321] | ExpSup=7.8300
Itemset [1520] | ExpSup=7.8300
Itemset [53] | ExpSup=7.8300
Itemset [555] | ExpSup=7.8300
Itemset [1375] | ExpSup=7.8300
Itemset [786] | ExpSup=7.8300
Itemset [921] | ExpSup=7.8200
Itemset [287] | ExpSup=7.8200
Itemset [253] | ExpSup=7.8200
Itemset [796] | ExpSup=7.8200
Itemset [467] | ExpSup=7.8100
Itemset [319] | ExpSup=7.8000
Itemset [1425] | ExpSup=7.8000
Itemset [885] | ExpSup=7.7900
Itemset [1393] | ExpSup=7.7700
Itemset [1448] | ExpSup=7.7700
Itemset [1327] | ExpSup=7.7600
Itemset [1119] | ExpSup=7.7600
Itemset [589] | ExpSup=7.7600
Itemset [76] | ExpSup=7.7500
Itemset [626] | ExpSup=7.7500
Itemset [1145] | ExpSup=7.7500
Itemset [1134] | ExpSup=7.7400
Itemset [644] | ExpSup=7.7400
Itemset [1041] | ExpSup=7.7300
Itemset [1513] | ExpSup=7.7300
Itemset [426] | ExpSup=7.7300
Itemset [1151] | ExpSup=7.7300
Itemset [418] | ExpSup=7.7100
Itemset [1022] | ExpSup=7.7000
Itemset [377] | ExpSup=7.7000
Itemset [414] | ExpSup=7.7000
Itemset [1427] | ExpSup=7.6700
Itemset [1082] | ExpSup=7.6700
Itemset [233] | ExpSup=7.6600
Itemset [1326] | ExpSup=7.6600
Itemset [1303] | ExpSup=7.6600
Itemset [962] | ExpSup=7.6600
Itemset [334] | ExpSup=7.6600
Itemset [1306] | ExpSup=7.6500
Itemset [845] | ExpSup=7.6400
Itemset [246] | ExpSup=7.6400
Itemset [250] | ExpSup=7.6200
Itemset [1299] | ExpSup=7.6000
Itemset [1241] | ExpSup=7.6000
Itemset [815] | ExpSup=7.6000
Itemset [1091] | ExpSup=7.6000
Itemset [96] | ExpSup=7.5900
Itemset [1342] | ExpSup=7.5900
Itemset [452] | ExpSup=7.5900
Itemset [145] | ExpSup=7.5800
Itemset [428] | ExpSup=7.5800
Itemset [438] | ExpSup=7.5800
Itemset [809] | ExpSup=7.5600
Itemset [818] | ExpSup=7.5600
Itemset [615] | ExpSup=7.5500
Itemset [193] | ExpSup=7.5300
Itemset [520] | ExpSup=7.5300
Itemset [227] | ExpSup=7.5200
Itemset [370] | ExpSup=7.5200
Itemset [204] | ExpSup=7.5200
Itemset [1185] | ExpSup=7.5200
Itemset [1446] | ExpSup=7.5100
Itemset [862] | ExpSup=7.5000
Itemset [979] | ExpSup=7.5000
Itemset [981] | ExpSup=7.5000
Itemset [143] | ExpSup=7.4900
Itemset [1510] | ExpSup=7.4900
Itemset [1292] | ExpSup=7.4800
Itemset [342] | ExpSup=7.4800
Itemset [460] | ExpSup=7.4700
Itemset [307] | ExpSup=7.4700
Itemset [541] | ExpSup=7.4500
Itemset [1472] | ExpSup=7.4500
Itemset [1444] | ExpSup=7.4400
Itemset [16] | ExpSup=7.4400
Itemset [1432] | ExpSup=7.4400
Itemset [727] | ExpSup=7.4300
Itemset [409] | ExpSup=7.4300
Itemset [696] | ExpSup=7.4300
Itemset [688] | ExpSup=7.4300
Itemset [31] | ExpSup=7.4300
Itemset [222] | ExpSup=7.4300
Itemset [1163] | ExpSup=7.4300
Itemset [147] | ExpSup=7.4300
Itemset [936] | ExpSup=7.4200
Itemset [284] | ExpSup=7.4200
Itemset [54] | ExpSup=7.4200
Itemset [1338] | ExpSup=7.4100
Itemset [859] | ExpSup=7.4000
Itemset [399] | ExpSup=7.4000
Itemset [1421] | ExpSup=7.4000
Itemset [849] | ExpSup=7.3900
Itemset [1120] | ExpSup=7.3900
Itemset [1200] | ExpSup=7.3900
Itemset [1526] | ExpSup=7.3800
Itemset [155] | ExpSup=7.3800
Itemset [1133] | ExpSup=7.3700
Itemset [1512] | ExpSup=7.3700
Itemset [1206] | ExpSup=7.3600
Itemset [1423] | ExpSup=7.3600
Itemset [801] | ExpSup=7.3500
Itemset [1038] | ExpSup=7.3400
Itemset [1046] | ExpSup=7.3300
Itemset [1210] | ExpSup=7.3200
Itemset [735] | ExpSup=7.3100
Itemset [356] | ExpSup=7.3100
Itemset [1008] | ExpSup=7.3000
Itemset [369] | ExpSup=7.3000
Itemset [523] | ExpSup=7.3000
Itemset [154] | ExpSup=7.3000
Itemset [1498] | ExpSup=7.2900
Itemset [481] | ExpSup=7.2900
Itemset [378] | ExpSup=7.2900
Itemset [1192] | ExpSup=7.2900
Itemset [607] | ExpSup=7.2900
Itemset [1150] | ExpSup=7.2900
Itemset [1449] | ExpSup=7.2900
Itemset [273] | ExpSup=7.2800
Itemset [38] | ExpSup=7.2700
Itemset [226] | ExpSup=7.2600
Itemset [1286] | ExpSup=7.2600
Itemset [1189] | ExpSup=7.2500
Itemset [1055] | ExpSup=7.2400
Itemset [1167] | ExpSup=7.2300
Itemset [209] | ExpSup=7.2300
Itemset [294] | ExpSup=7.2200
Itemset [761] | ExpSup=7.2200
Itemset [20] | ExpSup=7.2000
Itemset [70] | ExpSup=7.2000
Itemset [149] | ExpSup=7.2000
Itemset [731] | ExpSup=7.2000
Itemset [153] | ExpSup=7.1900
Itemset [259] | ExpSup=7.1900
Itemset [286] | ExpSup=7.1900
Itemset [1331] | ExpSup=7.1800
Itemset [450] | ExpSup=7.1800
Itemset [1073] | ExpSup=7.1700
Itemset [1293] | ExpSup=7.1600
Itemset [712] | ExpSup=7.1600
Itemset [351] | ExpSup=7.1600
Itemset [1005] | ExpSup=7.1500
Itemset [1076] | ExpSup=7.1500
Itemset [978] | ExpSup=7.1500
Itemset [715] | ExpSup=7.1500
Itemset [73] | ExpSup=7.1400
Itemset [47] | ExpSup=7.1400
Itemset [540] | ExpSup=7.1400
Itemset [1213] | ExpSup=7.1300
Itemset [344] | ExpSup=7.1300
Itemset [406] | ExpSup=7.1300
Itemset [1411] | ExpSup=7.1300
Itemset [846] | ExpSup=7.1200
Itemset [478] | ExpSup=7.1200
Itemset [1280] | ExpSup=7.1100
Itemset [471] | ExpSup=7.1100
Itemset [511] | ExpSup=7.1100
Itemset [66] | ExpSup=7.1100
Itemset [1000] | ExpSup=7.1000
Itemset [1435] | ExpSup=7.1000
Itemset [571] | ExpSup=7.1000
Itemset [754] | ExpSup=7.1000
Itemset [1428] | ExpSup=7.1000
Itemset [65] | ExpSup=7.0900
Itemset [1250] | ExpSup=7.0900
Itemset [502] | ExpSup=7.0900
Itemset [1311] | ExpSup=7.0800
Itemset [458] | ExpSup=7.0800
Itemset [368] | ExpSup=7.0700
Itemset [1281] | ExpSup=7.0700
Itemset [493] | ExpSup=7.0700
Itemset [1233] | ExpSup=7.0600
Itemset [1543] | ExpSup=7.0500
Itemset [434] | ExpSup=7.0500
Itemset [1032] | ExpSup=7.0500
Itemset [24] | ExpSup=7.0400
Itemset [445] | ExpSup=7.0400
Itemset [790] | ExpSup=7.0400
Itemset [295] | ExpSup=7.0300
Itemset [1305] | ExpSup=7.0200
Itemset [898] | ExpSup=7.0200
Itemset [1257] | ExpSup=7.0200
Itemset [624] | ExpSup=7.0200
Itemset [617] | ExpSup=7.0200
Itemset [234] | ExpSup=7.0100
Itemset [161] | ExpSup=7.0100
Itemset [114] | ExpSup=7.0100
Itemset [41] | ExpSup=7.0100
Itemset [872] | ExpSup=7.0000
Itemset [362] | ExpSup=7.0000
Itemset [1252] | ExpSup=7.0000
Itemset [550] | ExpSup=6.9900
Itemset [1014] | ExpSup=6.9900
Itemset [1308] | ExpSup=6.9900
Itemset [254] | ExpSup=6.9900
Itemset [156] | ExpSup=6.9900
Itemset [1500] | ExpSup=6.9800
Itemset [1325] | ExpSup=6.9800
Itemset [614] | ExpSup=6.9700
Itemset [388] | ExpSup=6.9700
Itemset [192] | ExpSup=6.9600
Itemset [146] | ExpSup=6.9600
Itemset [203] | ExpSup=6.9600
Itemset [1474] | ExpSup=6.9600
Itemset [1204] | ExpSup=6.9600
Itemset [1554] | ExpSup=6.9500
Itemset [1494] | ExpSup=6.9400
Itemset [169] | ExpSup=6.9400
Itemset [423] | ExpSup=6.9400
Itemset [1486] | ExpSup=6.9400
Itemset [245] | ExpSup=6.9300
Itemset [661] | ExpSup=6.9300
Itemset [456] | ExpSup=6.9300
Itemset [637] | ExpSup=6.9300
Itemset [711] | ExpSup=6.9300
Itemset [1123] | ExpSup=6.9200
Itemset [283] | ExpSup=6.9100
Itemset [535] | ExpSup=6.9100
Itemset [572] | ExpSup=6.8900
Itemset [1149] | ExpSup=6.8800
Itemset [1166] | ExpSup=6.8800
Itemset [1194] | ExpSup=6.8800
Itemset [1451] | ExpSup=6.8800
Itemset [713] | ExpSup=6.8800
Itemset [361] | ExpSup=6.8800
Itemset [631] | ExpSup=6.8800
Itemset [268] | ExpSup=6.8700
Itemset [439] | ExpSup=6.8700
Itemset [138] | ExpSup=6.8700
Itemset [91] | ExpSup=6.8700
Itemset [1086] | ExpSup=6.8700
Itemset [18] | ExpSup=6.8700
Itemset [398] | ExpSup=6.8600
Itemset [1443] | ExpSup=6.8600
Itemset [1430] | ExpSup=6.8600
Itemset [672] | ExpSup=6.8500
Itemset [200] | ExpSup=6.8500
Itemset [171] | ExpSup=6.8500
Itemset [706] | ExpSup=6.8400
Itemset [243] | ExpSup=6.8400
Itemset [105] | ExpSup=6.8400
Itemset [1371] | ExpSup=6.8300
Itemset [373] | ExpSup=6.8300
Itemset [461] | ExpSup=6.8300
Itemset [1262] | ExpSup=6.8300
Itemset [1130] | ExpSup=6.8300
Itemset [1414] | ExpSup=6.8300
Itemset [1357] | ExpSup=6.8200
Itemset [55] | ExpSup=6.8200
Itemset [405] | ExpSup=6.8100
Itemset [760] | ExpSup=6.8100
Itemset [636] | ExpSup=6.8100
Itemset [1201] | ExpSup=6.8100
Itemset [870] | ExpSup=6.8100
Itemset [469] | ExpSup=6.8000
Itemset [162] | ExpSup=6.8000
Itemset [1307] | ExpSup=6.8000
Itemset [1037] | ExpSup=6.8000
Itemset [1276] | ExpSup=6.7900
Itemset [108] | ExpSup=6.7900
Itemset [857] | ExpSup=6.7900
Itemset [1405] | ExpSup=6.7900
Itemset [619] | ExpSup=6.7900
Itemset [403] | ExpSup=6.7900
Itemset [1390] | ExpSup=6.7900
Itemset [1027] | ExpSup=6.7900
Itemset [1328] | ExpSup=6.7800
Itemset [486] | ExpSup=6.7700
Itemset [494] | ExpSup=6.7600
Itemset [1312] | ExpSup=6.7600
Itemset [130] | ExpSup=6.7500
Itemset [645] | ExpSup=6.7500
Itemset [115] | ExpSup=6.7400
Itemset [1284] | ExpSup=6.7300
Itemset [15] | ExpSup=6.7300
Itemset [1335] | ExpSup=6.7300
Itemset [702] | ExpSup=6.7200
Itemset [1178] | ExpSup=6.7100
Itemset [1317] | ExpSup=6.7000
Itemset [848] | ExpSup=6.7000
Itemset [116] | ExpSup=6.7000
Itemset [678] | ExpSup=6.7000
Itemset [1056] | ExpSup=6.7000
Itemset [389] | ExpSup=6.6900
Itemset [22] | ExpSup=6.6900
Itemset [337] | ExpSup=6.6900
Itemset [338] | ExpSup=6.6800
Itemset [1136] | ExpSup=6.6800
Itemset [104] | ExpSup=6.6800
Itemset [164] | ExpSup=6.6700
Itemset [1002] | ExpSup=6.6700
Itemset [1025] | ExpSup=6.6700
Itemset [121] | ExpSup=6.6600
Itemset [429] | ExpSup=6.6600
Itemset [1434] | ExpSup=6.6500
Itemset [292] | ExpSup=6.6400
Itemset [526] | ExpSup=6.6400
Itemset [256] | ExpSup=6.6400
Itemset [42] | ExpSup=6.6300
Itemset [1514] | ExpSup=6.6200
Itemset [566] | ExpSup=6.6200
Itemset [26] | ExpSup=6.6200
Itemset [58] | ExpSup=6.6100
Itemset [986] | ExpSup=6.6000
Itemset [913] | ExpSup=6.6000
Itemset [223] | ExpSup=6.6000
Itemset [901] | ExpSup=6.6000
Itemset [557] | ExpSup=6.6000
Itemset [943] | ExpSup=6.5900
Itemset [1332] | ExpSup=6.5900
Itemset [188] | ExpSup=6.5800
Itemset [1330] | ExpSup=6.5800
Itemset [1399] | ExpSup=6.5800
Itemset [1124] | ExpSup=6.5700
Itemset [5] | ExpSup=6.5600
Itemset [1355] | ExpSup=6.5600
Itemset [707] | ExpSup=6.5600
Itemset [983] | ExpSup=6.5600
Itemset [152] | ExpSup=6.5500
Itemset [1157] | ExpSup=6.5500
Itemset [1079] | ExpSup=6.5500
Itemset [1269] | ExpSup=6.5400
Itemset [1040] | ExpSup=6.5400
Itemset [420] | ExpSup=6.5300
Itemset [908] | ExpSup=6.5200
Itemset [709] | ExpSup=6.5200
Itemset [324] | ExpSup=6.5100
Itemset [491] | ExpSup=6.5100
Itemset [19] | ExpSup=6.5100
Itemset [980] | ExpSup=6.5000
Itemset [795] | ExpSup=6.5000
Itemset [1552] | ExpSup=6.4900
Itemset [892] | ExpSup=6.4900
Itemset [1273] | ExpSup=6.4800
Itemset [1359] | ExpSup=6.4800
Itemset [937] | ExpSup=6.4700
Itemset [1488] | ExpSup=6.4600
Itemset [780] | ExpSup=6.4600
Itemset [142] | ExpSup=6.4500
Itemset [1050] | ExpSup=6.4400
Itemset [559] | ExpSup=6.4300
Itemset [163] | ExpSup=6.4200
Itemset [1274] | ExpSup=6.4200
Itemset [379] | ExpSup=6.4200
Itemset [1524] | ExpSup=6.4200
Itemset [266] | ExpSup=6.4200
Itemset [599] | ExpSup=6.4100
Itemset [704] | ExpSup=6.4000
Itemset [1090] | ExpSup=6.4000
Itemset [594] | ExpSup=6.3900
Itemset [1203] | ExpSup=6.3900
Itemset [1077] | ExpSup=6.3900
Itemset [416] | ExpSup=6.3800
Itemset [891] | ExpSup=6.3700
Itemset [304] | ExpSup=6.3600
Itemset [1045] | ExpSup=6.3600
Itemset [793] | ExpSup=6.3600
Itemset [1447] | ExpSup=6.3600
Itemset [1482] | ExpSup=6.3500
Itemset [180] | ExpSup=6.3500
Itemset [1099] | ExpSup=6.3500
Itemset [922] | ExpSup=6.3400
Itemset [1556] | ExpSup=6.3300
Itemset [1485] | ExpSup=6.3300
Itemset [652] | ExpSup=6.3300
Itemset [50] | ExpSup=6.3300
Itemset [812] | ExpSup=6.3200
Itemset [263] | ExpSup=6.3200
Itemset [630] | ExpSup=6.3200
Itemset [1466] | ExpSup=6.3200
Itemset [770] | ExpSup=6.3200
Itemset [3] | ExpSup=6.3100
Itemset [59] | ExpSup=6.3100
Itemset [1508] | ExpSup=6.3000
Itemset [107] | ExpSup=6.2900
Itemset [1220] | ExpSup=6.2900
Itemset [1259] | ExpSup=6.2900
Itemset [410] | ExpSup=6.2900
Itemset [1209] | ExpSup=6.2900
Itemset [141] | ExpSup=6.2900
Itemset [1479] | ExpSup=6.2900
Itemset [574] | ExpSup=6.2800
Itemset [136] | ExpSup=6.2700
Itemset [695] | ExpSup=6.2700
Itemset [632] | ExpSup=6.2700
Itemset [1196] | ExpSup=6.2600
Itemset [393] | ExpSup=6.2600
Itemset [1314] | ExpSup=6.2600
Itemset [479] | ExpSup=6.2600
Itemset [982] | ExpSup=6.2600
Itemset [1195] | ExpSup=6.2500
Itemset [2] | ExpSup=6.2500
Itemset [457] | ExpSup=6.2500
Itemset [1471] | ExpSup=6.2400
Itemset [1172] | ExpSup=6.2400
Itemset [834] | ExpSup=6.2400
Itemset [668] | ExpSup=6.2400
Itemset [764] | ExpSup=6.2300
Itemset [225] | ExpSup=6.2300
Itemset [212] | ExpSup=6.2300
Itemset [446] | ExpSup=6.2200
Itemset [552] | ExpSup=6.2200
Itemset [354] | ExpSup=6.2200
Itemset [658] | ExpSup=6.2200
Itemset [495] | ExpSup=6.2100
Itemset [9] | ExpSup=6.2000
Itemset [1217] | ExpSup=6.1900
Itemset [836] | ExpSup=6.1900
Itemset [1164] | ExpSup=6.1800
Itemset [291] | ExpSup=6.1800
Itemset [506] | ExpSup=6.1800
Itemset [1268] | ExpSup=6.1800
Itemset [1383] | ExpSup=6.1800
Itemset [837] | ExpSup=6.1800
Itemset [1408] | ExpSup=6.1800
Itemset [856] | ExpSup=6.1700
Itemset [72] | ExpSup=6.1700
Itemset [270] | ExpSup=6.1700
Itemset [1238] | ExpSup=6.1700
Itemset [150] | ExpSup=6.1700
Itemset [43] | ExpSup=6.1700
Itemset [1106] | ExpSup=6.1700
Itemset [1354] | ExpSup=6.1600
Itemset [841] | ExpSup=6.1400
Itemset [86] | ExpSup=6.1400
Itemset [1538] | ExpSup=6.1300
Itemset [988] | ExpSup=6.1300
Itemset [288] | ExpSup=6.1300
Itemset [1240] | ExpSup=6.1200
Itemset [1487] | ExpSup=6.1100
Itemset [569] | ExpSup=6.1100
Itemset [1548] | ExpSup=6.1100
Itemset [430] | ExpSup=6.1000
Itemset [1555] | ExpSup=6.0900
Itemset [387] | ExpSup=6.0900
Itemset [82] | ExpSup=6.0800
Itemset [448] | ExpSup=6.0800
Itemset [861] | ExpSup=6.0800
Itemset [140] | ExpSup=6.0800
Itemset [972] | ExpSup=6.0800
Itemset [554] | ExpSup=6.0800
Itemset [1254] | ExpSup=6.0700
Itemset [655] | ExpSup=6.0700
Itemset [1460] | ExpSup=6.0600
Itemset [729] | ExpSup=6.0600
Itemset [1522] | ExpSup=6.0600
