======PRINT TOP-K FREQUENT ITEMSETS FROM UNCERTAIN DATABASES=====

Itemset [380] | ExpSup=14.1100
Itemset [1256] | ExpSup=9.6300
Itemset [57] | ExpSup=9.6300
Itemset [234] | ExpSup=9.6300
Itemset [1541] | ExpSup=9.6200
Itemset [1159] | ExpSup=9.6100
Itemset [1401] | ExpSup=9.5800
Itemset [73] | ExpSup=9.5700
Itemset [214] | ExpSup=9.5300
Itemset [845] | ExpSup=9.5100
Itemset [1143] | ExpSup=9.5100
Itemset [1125] | ExpSup=9.5100
Itemset [159] | ExpSup=9.4900
Itemset [677] | ExpSup=9.4800
Itemset [207] | ExpSup=9.4800
Itemset [712] | ExpSup=9.4600
Itemset [1322] | ExpSup=9.4100
Itemset [374] | ExpSup=9.3700
Itemset [321] | ExpSup=9.3700
Itemset [376] | ExpSup=9.3500
Itemset [566] | ExpSup=9.3500
Itemset [660] | ExpSup=9.3400
Itemset [440] | ExpSup=9.3000
Itemset [731] | ExpSup=9.2800
Itemset [1199] | ExpSup=9.2800
Itemset [915] | ExpSup=9.2700
Itemset [568] | ExpSup=9.2600
Itemset [1185] | ExpSup=9.2500
Itemset [1415] | ExpSup=9.2400
Itemset [229] | ExpSup=9.2300
Itemset [1360] | ExpSup=9.2300
Itemset [1435] | ExpSup=9.2000
Itemset [673] | ExpSup=9.1900
Itemset [1370] | ExpSup=9.1500
Itemset [1294] | ExpSup=9.1500
Itemset [315] | ExpSup=9.1500
Itemset [396] | ExpSup=9.1400
Itemset [1239] | ExpSup=9.1400
Itemset [179] | ExpSup=9.1400
Itemset [429] | ExpSup=9.1300
Itemset [1056] | ExpSup=9.1300
Itemset [743] | ExpSup=9.1300
Itemset [1382] | ExpSup=9.1200
Itemset [238] | ExpSup=9.1100
Itemset [817] | ExpSup=9.1000
Itemset [1475] | ExpSup=9.0700
Itemset [711] | ExpSup=9.0400
Itemset [323] | ExpSup=9.0300
Itemset [273] | ExpSup=9.0200
Itemset [520] | ExpSup=9.0100
Itemset [1491] | ExpSup=9.0100
Itemset [1307] | ExpSup=8.9900
Itemset [433] | ExpSup=8.9700
Itemset [455] | ExpSup=8.9400
Itemset [136] | ExpSup=8.9400
Itemset [1101] | ExpSup=8.9300
Itemset [1115] | ExpSup=8.9200
Itemset [318] | ExpSup=8.9100
Itemset [746] | ExpSup=8.9000
Itemset [140] | ExpSup=8.8900
Itemset [242] | ExpSup=8.8800
Itemset [1276] | ExpSup=8.8700
Itemset [1372] | ExpSup=8.8700
Itemset [1055] | ExpSup=8.8500
Itemset [1188] | ExpSup=8.8500
Itemset [407] | ExpSup=8.8300
Itemset [1065] | ExpSup=8.8300
Itemset [161] | ExpSup=8.8300
Itemset [1100] | ExpSup=8.8100
Itemset [1367] | ExpSup=8.8000
Itemset [165] | ExpSup=8.8000
Itemset [617] | ExpSup=8.8000
Itemset [1153] | ExpSup=8.8000
Itemset [369] | ExpSup=8.7900
Itemset [19] | ExpSup=8.7800
Itemset [469] | ExpSup=8.7800
Itemset [589] | ExpSup=8.7800
Itemset [1063] | ExpSup=8.7600
Itemset [1176] | ExpSup=8.7200
Itemset [502] | ExpSup=8.7000
Itemset [1145] | ExpSup=8.6800
Itemset [426] | ExpSup=8.6800
Itemset [262] | ExpSup=8.6600
Itemset [1333] | ExpSup=8.6600
Itemset [331] | ExpSup=8.6500
Itemset [1390] | ExpSup=8.6400
Itemset [359] | ExpSup=8.6200
Itemset [1338] | ExpSup=8.6200
Itemset [503] | ExpSup=8.6100
Itemset [1526] | ExpSup=8.6100
Itemset [1039] | ExpSup=8.5900
Itemset [1008] | ExpSup=8.5800
Itemset [1385] | ExpSup=8.5800
Itemset [76] | ExpSup=8.5700
Itemset [708] | ExpSup=8.5600
Itemset [192] | ExpSup=8.5600
Itemset [1013] | ExpSup=8.5500
Itemset [1192] | ExpSup=8.5400
Itemset [1286] | ExpSup=8.5400
Itemset [1517] | ExpSup=8.5300
Itemset [836] | ExpSup=8.5300
Itemset [462] | ExpSup=8.5200
Itemset [170] | ExpSup=8.5200
Itemset [1080] | ExpSup=8.5200
Itemset [176] | ExpSup=8.5000
Itemset [1064] | ExpSup=8.4700
Itemset [1127] | ExpSup=8.4700
Itemset [569] | ExpSup=8.4600
Itemset [1366] | ExpSup=8.4500
Itemset [1155] | ExpSup=8.4500
Itemset [1522] | ExpSup=8.4500
Itemset [654] | ExpSup=8.4500
Itemset [678] | ExpSup=8.4400
Itemset [114] | ExpSup=8.4400
Itemset [765] | ExpSup=8.4400
Itemset [1412] | ExpSup=8.4300
Itemset [1300] | ExpSup=8.4200
Itemset [1087] | ExpSup=8.4100
Itemset [126] | ExpSup=8.4100
Itemset [1210] | ExpSup=8.4000
Itemset [1511] | ExpSup=8.3900
Itemset [1191] | ExpSup=8.3900
Itemset [1335] | ExpSup=8.3800
Itemset [312] | ExpSup=8.3700
Itemset [554] | ExpSup=8.3600
Itemset [1252] | ExpSup=8.3600
Itemset [686] | ExpSup=8.3500
Itemset [1413] | ExpSup=8.3500
Itemset [580] | ExpSup=8.3200
Itemset [147] | ExpSup=8.3100
Itemset [382] | ExpSup=8.3100
Itemset [1247] | ExpSup=8.3100
Itemset [1232] | ExpSup=8.3000
Itemset [118] | ExpSup=8.2900
Itemset [1314] | ExpSup=8.2900
Itemset [143] | ExpSup=8.2800
Itemset [1119] | ExpSup=8.2800
Itemset [1531] | ExpSup=8.2800
Itemset [679] | ExpSup=8.2700
Itemset [859] | ExpSup=8.2700
Itemset [1226] | ExpSup=8.2700
Itemset [952] | ExpSup=8.2600
Itemset [1509] | ExpSup=8.2600
Itemset [443] | ExpSup=8.2400
Itemset [796] | ExpSup=8.2400
Itemset [1426] | ExpSup=8.2300
Itemset [1533] | ExpSup=8.2300
Itemset [91] | ExpSup=8.2200
Itemset [1200] | ExpSup=8.2200
Itemset [1395] | ExpSup=8.2000
Itemset [259] | ExpSup=8.1900
Itemset [661] | ExpSup=8.1900
Itemset [466] | ExpSup=8.1800
Itemset [420] | ExpSup=8.1800
Itemset [1381] | ExpSup=8.1700
Itemset [1375] | ExpSup=8.1700
Itemset [862] | ExpSup=8.1500
Itemset [1102] | ExpSup=8.1500
Itemset [1067] | ExpSup=8.1500
Itemset [684] | ExpSup=8.1500
Itemset [1166] | ExpSup=8.1400
Itemset [1012] | ExpSup=8.1200
Itemset [1449] | ExpSup=8.1200
Itemset [1502] | ExpSup=8.1200
Itemset [593] | ExpSup=8.1200
Itemset [1194] | ExpSup=8.1100
Itemset [129] | ExpSup=8.1100
Itemset [1030] | ExpSup=8.1000
Itemset [392] | ExpSup=8.1000
Itemset [206] | ExpSup=8.0900
Itemset [222] | ExpSup=8.0800
Itemset [1503] | ExpSup=8.0800
Itemset [1142] | ExpSup=8.0800
Itemset [526] | ExpSup=8.0600
Itemset [583] | ExpSup=8.0600
Itemset [771] | ExpSup=8.0500
Itemset [149] | ExpSup=8.0500
Itemset [1289] | ExpSup=8.0500
Itemset [1161] | ExpSup=8.0500
Itemset [1430] | ExpSup=8.0300
Itemset [1169] | ExpSup=8.0200
Itemset [1342] | ExpSup=8.0100
Itemset [1106] | ExpSup=8.0000
Itemset [1469] | ExpSup=8.0000
Itemset [121] | ExpSup=8.0000
Itemset [1179] | ExpSup=7.9900
Itemset [491] | ExpSup=7.9800
Itemset [878] | ExpSup=7.9800
Itemset [819] | ExpSup=7.9800
Itemset [43] | ExpSup=7.9700
Itemset [124] | ExpSup=7.9700
Itemset [1450] | ExpSup=7.9600
Itemset [162] | ExpSup=7.9600
Itemset [1484] | ExpSup=7.9600
Itemset [629] | ExpSup=7.9500
Itemset [226] | ExpSup=7.9400
Itemset [607] | ExpSup=7.9400
Itemset [744] | ExpSup=7.9300
Itemset [1068] | ExpSup=7.9300
Itemset [1452] | ExpSup=7.9200
Itemset [409] | ExpSup=7.9100
Itemset [423] | ExpSup=7.9000
Itemset [196] | ExpSup=7.9000
Itemset [1305] | ExpSup=7.9000
Itemset [402] | ExpSup=7.8900
Itemset [1202] | ExpSup=7.8900
Itemset [643] | ExpSup=7.8800
Itemset [1186] | ExpSup=7.8800
Itemset [1280] | ExpSup=7.8600
Itemset [1025] | ExpSup=7.8500
Itemset [574] | ExpSup=7.8400
Itemset [487] | ExpSup=7.8400
Itemset [1151] | ExpSup=7.8300
Itemset [1201] | ExpSup=7.8300
Itemset [1212] | ExpSup=7.8300
Itemset [1133] | ExpSup=7.8100
Itemset [131] | ExpSup=7.8100
Itemset [286] | ExpSup=7.8100
Itemset [1427] | ExpSup=7.8100
Itemset [1379] | ExpSup=7.8000
Itemset [200] | ExpSup=7.8000
Itemset [1034] | ExpSup=7.8000
Itemset [1077] | ExpSup=7.7900
Itemset [1361] | ExpSup=7.7900
Itemset [18] | ExpSup=7.7900
Itemset [1118] | ExpSup=7.7900
Itemset [713] | ExpSup=7.7800
Itemset [1455] | ExpSup=7.7800
Itemset [493] | ExpSup=7.7600
Itemset [539] | ExpSup=7.7600
Itemset [555] | ExpSup=7.7500
Itemset [1421] | ExpSup=7.7500
Itemset [1181] | ExpSup=7.7500
Itemset [1474] | ExpSup=7.7500
Itemset [1519] | ExpSup=7.7500
Itemset [552] | ExpSup=7.7500
Itemset [637] | ExpSup=7.7500
Itemset [889] | ExpSup=7.7400
Itemset [1078] | ExpSup=7.7300
Itemset [2] | ExpSup=7.7200
Itemset [1327] | ExpSup=7.7100
Itemset [233] | ExpSup=7.7100
Itemset [1217] | ExpSup=7.7000
Itemset [1160] | ExpSup=7.7000
Itemset [1386] | ExpSup=7.6800
Itemset [204] | ExpSup=7.6700
Itemset [1205] | ExpSup=7.6700
Itemset [1109] | ExpSup=7.6700
Itemset [439] | ExpSup=7.6600
Itemset [1152] | ExpSup=7.6600
Itemset [340] | ExpSup=7.6600
Itemset [4] | ExpSup=7.6600
Itemset [1117] | ExpSup=7.6600
Itemset [156] | ExpSup=7.6500
Itemset [1478] | ExpSup=7.6500
Itemset [904] | ExpSup=7.6400
Itemset [1490] | ExpSup=7.6400
Itemset [1472] | ExpSup=7.6400
Itemset [65] | ExpSup=7.6400
Itemset [1059] | ExpSup=7.6300
Itemset [15] | ExpSup=7.6300
Itemset [194] | ExpSup=7.6200
Itemset [1462] | ExpSup=7.6200
Itemset [511] | ExpSup=7.6200
Itemset [389] | ExpSup=7.6100
Itemset [342] | ExpSup=7.6100
Itemset [255] | ExpSup=7.6100
Itemset [669] | ExpSup=7.6000
Itemset [1021] | ExpSup=7.6000
Itemset [1539] | ExpSup=7.5900
Itemset [750] | ExpSup=7.5900
Itemset [1052] | ExpSup=7.5900
Itemset [1110] | ExpSup=7.5800
Itemset [47] | ExpSup=7.5700
Itemset [478] | ExpSup=7.5700
Itemset [406] | ExpSup=7.5700
Itemset [577] | ExpSup=7.5600
Itemset [55] | ExpSup=7.5600
Itemset [193] | ExpSup=7.5500
Itemset [1444] | ExpSup=7.5500
Itemset [1072] | ExpSup=7.5500
Itemset [1326] | ExpSup=7.5400
Itemset [167] | ExpSup=7.5300
Itemset [1434] | ExpSup=7.5200
Itemset [1033] | ExpSup=7.5200
Itemset [1066] | ExpSup=7.5100
Itemset [706] | ExpSup=7.5100
Itemset [500] | ExpSup=7.5100
Itemset [1099] | ExpSup=7.5100
Itemset [1528] | ExpSup=7.5100
Itemset [1500] | ExpSup=7.5000
Itemset [1512] | ExpSup=7.5000
Itemset [681] | ExpSup=7.4900
Itemset [962] | ExpSup=7.4900
Itemset [1506] | ExpSup=7.4900
Itemset [1208] | ExpSup=7.4900
Itemset [227] | ExpSup=7.4800
Itemset [16] | ExpSup=7.4800
Itemset [442] | ExpSup=7.4800
Itemset [1046] | ExpSup=7.4800
Itemset [110] | ExpSup=7.4700
Itemset [1285] | ExpSup=7.4700
Itemset [471] | ExpSup=7.4700
Itemset [1197] | ExpSup=7.4600
Itemset [1134] | ExpSup=7.4600
Itemset [1471] | ExpSup=7.4400
Itemset [109] | ExpSup=7.4300
Itemset [160] | ExpSup=7.4300
Itemset [1559] | ExpSup=7.4300
Itemset [452] | ExpSup=7.4300
Itemset [142] | ExpSup=7.4300
Itemset [261] | ExpSup=7.4200
Itemset [651] | ExpSup=7.4200
Itemset [1023] | ExpSup=7.4100
Itemset [1306] | ExpSup=7.4100
Itemset [1420] | ExpSup=7.4100
Itemset [418] | ExpSup=7.4000
Itemset [1026] | ExpSup=7.4000
Itemset [1130] | ExpSup=7.3900
Itemset [1238] | ExpSup=7.3900
Itemset [505] | ExpSup=7.3800
Itemset [1094] | ExpSup=7.3800
Itemset [709] | ExpSup=7.3700
Itemset [695] | ExpSup=7.3600
Itemset [320] | ExpSup=7.3600
Itemset [839] | ExpSup=7.3600
Itemset [115] | ExpSup=7.3500
Itemset [128] | ExpSup=7.3500
Itemset [252] | ExpSup=7.3400
Itemset [1311] | ExpSup=7.3400
Itemset [96] | ExpSup=7.3400
Itemset [849] | ExpSup=7.3400
Itemset [479] | ExpSup=7.3400
Itemset [1246] | ExpSup=7.3400
Itemset [760] | ExpSup=7.3300
Itemset [809] | ExpSup=7.3300
Itemset [570] | ExpSup=7.3200
Itemset [1015] | ExpSup=7.3100
Itemset [672] | ExpSup=7.3100
Itemset [572] | ExpSup=7.3100
Itemset [727] | ExpSup=7.3000
Itemset [1167] | ExpSup=7.3000
Itemset [381] | ExpSup=7.2900
Itemset [22] | ExpSup=7.2800
Itemset [575] | ExpSup=7.2700
Itemset [1487] | ExpSup=7.2700
Itemset [1443] | ExpSup=7.2700
Itemset [1022] | ExpSup=7.2500
Itemset [363] | ExpSup=7.2500
Itemset [1284] | ExpSup=7.2400
Itemset [17] | ExpSup=7.2300
Itemset [779] | ExpSup=7.2200
Itemset [979] | ExpSup=7.2200
Itemset [1312] | ExpSup=7.2200
Itemset [268] | ExpSup=7.2100
Itemset [821] | ExpSup=7.2100
Itemset [604] | ExpSup=7.2100
Itemset [66] | ExpSup=7.2000
Itemset [838] | ExpSup=7.2000
Itemset [446] | ExpSup=7.2000
Itemset [1411] | ExpSup=7.2000
Itemset [599] | ExpSup=7.2000
Itemset [459] | ExpSup=7.1900
Itemset [307] | ExpSup=7.1900
Itemset [872] | ExpSup=7.1800
Itemset [770] | ExpSup=7.1800
Itemset [391] | ExpSup=7.1800
Itemset [943] | ExpSup=7.1800
Itemset [815] | ExpSup=7.1800
Itemset [337] | ExpSup=7.1600
Itemset [764] | ExpSup=7.1600
Itemset [225] | ExpSup=7.1600
Itemset [1093] | ExpSup=7.1600
Itemset [908] | ExpSup=7.1500
Itemset [155] | ExpSup=7.1500
Itemset [378] | ExpSup=7.1400
Itemset [1324] | ExpSup=7.1400
Itemset [46] | ExpSup=7.1300
Itemset [986] | ExpSup=7.1300
Itemset [1414] | ExpSup=7.1300
Itemset [1501] | ExpSup=7.1200
Itemset [631] | ExpSup=7.1100
Itemset [1241] | ExpSup=7.1100
Itemset [1092] | ExpSup=7.1000
Itemset [610] | ExpSup=7.1000
Itemset [1488] | ExpSup=7.1000
Itemset [1223] | ExpSup=7.1000
Itemset [1070] | ExpSup=7.1000
Itemset [1439] | ExpSup=7.1000
Itemset [295] | ExpSup=7.0900
Itemset [602] | ExpSup=7.0900
Itemset [1036] | ExpSup=7.0900
Itemset [1269] | ExpSup=7.0800
Itemset [1265] | ExpSup=7.0800
Itemset [1536] | ExpSup=7.0700
Itemset [494] | ExpSup=7.0500
Itemset [195] | ExpSup=7.0500
Itemset [1038] | ExpSup=7.0500
Itemset [1047] | ExpSup=7.0300
Itemset [1454] | ExpSup=7.0300
Itemset [185] | ExpSup=7.0200
Itemset [1359] | ExpSup=7.0100
Itemset [1477] | ExpSup=7.0000
Itemset [1254] | ExpSup=7.0000
Itemset [352] | ExpSup=6.9900
Itemset [840] | ExpSup=6.9900
Itemset [468] | ExpSup=6.9900
Itemset [1028] | ExpSup=6.9900
Itemset [777] | ExpSup=6.9900
Itemset [1108] | ExpSup=6.9900
Itemset [285] | ExpSup=6.9800
Itemset [1193] | ExpSup=6.9800
Itemset [438] | ExpSup=6.9800
Itemset [412] | ExpSup=6.9800
Itemset [892] | ExpSup=6.9800
Itemset [739] | ExpSup=6.9700
Itemset [467] | ExpSup=6.9700
Itemset [1086] | ExpSup=6.9600
Itemset [550] | ExpSup=6.9600
Itemset [334] | ExpSup=6.9500
Itemset [1317] | ExpSup=6.9300
Itemset [886] | ExpSup=6.9300
Itemset [72] | ExpSup=6.9200
Itemset [557] | ExpSup=6.9200
Itemset [1183] | ExpSup=6.9200
Itemset [1468] | ExpSup=6.9100
Itemset [294] | ExpSup=6.9100
Itemset [1518] | ExpSup=6.9000
Itemset [1162] | ExpSup=6.9000
Itemset [1336] | ExpSup=6.8900
Itemset [1189] | ExpSup=6.8800
Itemset [541] | ExpSup=6.8800
Itemset [1261] | ExpSup=6.8800
Itemset [85] | ExpSup=6.8800
Itemset [1292] | ExpSup=6.8800
Itemset [184] | ExpSup=6.8700
Itemset [1225] | ExpSup=6.8700
Itemset [84] | ExpSup=6.8600
Itemset [1520] | ExpSup=6.8500
Itemset [30] | ExpSup=6.8500
Itemset [482] | ExpSup=6.8500
Itemset [1128] | ExpSup=6.8400
Itemset [1149] | ExpSup=6.8300
Itemset [460] | ExpSup=6.8300
Itemset [846] | ExpSup=6.8300
Itemset [11] | ExpSup=6.8300
Itemset [353] | ExpSup=6.8200
Itemset [507] | ExpSup=6.8100
Itemset [245] | ExpSup=6.8100
Itemset [283] | ExpSup=6.8100
Itemset [1103] | ExpSup=6.8100
Itemset [300] | ExpSup=6.8100
Itemset [662] | ExpSup=6.8100
Itemset [825] | ExpSup=6.8100
Itemset [145] | ExpSup=6.8100
Itemset [1492] | ExpSup=6.8000
Itemset [1479] | ExpSup=6.8000
Itemset [483] | ExpSup=6.7900
Itemset [1237] | ExpSup=6.7700
Itemset [546] | ExpSup=6.7700
Itemset [1190] | ExpSup=6.7700
Itemset [291] | ExpSup=6.7600
Itemset [387] | ExpSup=6.7600
Itemset [635] | ExpSup=6.7600
Itemset [823] | ExpSup=6.7600
Itemset [210] | ExpSup=6.7500
Itemset [818] | ExpSup=6.7500
Itemset [1473] | ExpSup=6.7400
Itemset [333] | ExpSup=6.7400
Itemset [543] | ExpSup=6.7400
Itemset [1329] | ExpSup=6.7400
Itemset [1129] | ExpSup=6.7400
Itemset [951] | ExpSup=6.7300
Itemset [1003] | ExpSup=6.7300
Itemset [813] | ExpSup=6.7300
Itemset [137] | ExpSup=6.7200
Itemset [1198] | ExpSup=6.7200
Itemset [480] | ExpSup=6.7200
Itemset [927] | ExpSup=6.7100
Itemset [563] | ExpSup=6.7000
Itemset [476] | ExpSup=6.7000
Itemset [621] | ExpSup=6.6900
Itemset [1084] | ExpSup=6.6800
Itemset [668] | ExpSup=6.6800
Itemset [595] | ExpSup=6.6800
Itemset [1141] | ExpSup=6.6800
Itemset [745] | ExpSup=6.6700
Itemset [280] | ExpSup=6.6700
Itemset [325] | ExpSup=6.6600
Itemset [377] | ExpSup=6.6600
Itemset [324] | ExpSup=6.6500
Itemset [1002] | ExpSup=6.6300
Itemset [287] | ExpSup=6.6300
Itemset [417] | ExpSup=6.6300
Itemset [1319] | ExpSup=6.6300
Itemset [834] | ExpSup=6.6200
Itemset [301] | ExpSup=6.6100
Itemset [69] | ExpSup=6.6100
Itemset [253] | ExpSup=6.6100
Itemset [1076] | ExpSup=6.6000
Itemset [790] | ExpSup=6.6000
Itemset [814] | ExpSup=6.6000
Itemset [655] | ExpSup=6.5900
Itemset [430] | ExpSup=6.5900
Itemset [592] | ExpSup=6.5800
Itemset [798] | ExpSup=6.5700
Itemset [824] | ExpSup=6.5700
Itemset [899] | ExpSup=6.5600
Itemset [981] | ExpSup=6.5600
Itemset [828] | ExpSup=6.5600
Itemset [855] | ExpSup=6.5600
Itemset [902] | ExpSup=6.5500
Itemset [385] | ExpSup=6.5500
Itemset [1293] | ExpSup=6.5500
Itemset [1165] | ExpSup=6.5500
Itemset [453] | ExpSup=6.5500
Itemset [1328] | ExpSup=6.5500
Itemset [1530] | ExpSup=6.5500
Itemset [826] | ExpSup=6.5500
Itemset [362] | ExpSup=6.5400
Itemset [606] | ExpSup=6.5300
Itemset [450] | ExpSup=6.5300
Itemset [1524] | ExpSup=6.5300
Itemset [1137] | ExpSup=6.5200
Itemset [1275] | ExpSup=6.5100
Itemset [1409] | ExpSup=6.5000
Itemset [1447] | ExpSup=6.5000
Itemset [542] | ExpSup=6.5000
Itemset [645] | ExpSup=6.4800
Itemset [1240] | ExpSup=6.4800
Itemset [688] | ExpSup=6.4800
Itemset [1040] | ExpSup=6.4700
Itemset [358] | ExpSup=6.4700
Itemset [1316] | ExpSup=6.4700
Itemset [209] | ExpSup=6.4600
Itemset [414] | ExpSup=6.4600
Itemset [615] | ExpSup=6.4600
Itemset [1228] | ExpSup=6.4600
Itemset [1182] | ExpSup=6.4500
Itemset [1330] | ExpSup=6.4500
Itemset [250] | ExpSup=6.4500
Itemset [733] | ExpSup=6.4500
Itemset [1218] | ExpSup=6.4500
Itemset [457] | ExpSup=6.4400
Itemset [1281] | ExpSup=6.4400
Itemset [559] | ExpSup=6.4400
Itemset [31] | ExpSup=6.4400
Itemset [405] | ExpSup=6.4400
Itemset [1139] | ExpSup=6.4400
Itemset [10] | ExpSup=6.4300
Itemset [26] | ExpSup=6.4300
Itemset [203] | ExpSup=6.4300
Itemset [144] | ExpSup=6.4300
Itemset [1428] | ExpSup=6.4300
Itemset [1123] | ExpSup=6.4200
Itemset [344] | ExpSup=6.4200
Itemset [1287] | ExpSup=6.4100
Itemset [926] | ExpSup=6.4000
Itemset [866] | ExpSup=6.4000
Itemset [863] | ExpSup=6.3900
Itemset [1303] | ExpSup=6.3800
Itemset [1004] | ExpSup=6.3700
Itemset [1508] | ExpSup=6.3700
Itemset [885] | ExpSup=6.3700
Itemset [1446] | ExpSup=6.3700
Itemset [1230] | ExpSup=6.3600
Itemset [1344] | ExpSup=6.3600
Itemset [272] | ExpSup=6.3600
Itemset [1216] | ExpSup=6.3500
Itemset [806] | ExpSup=6.3500
Itemset [898] | ExpSup=6.3500
Itemset [461] | ExpSup=6.3500
Itemset [1] | ExpSup=6.3500
Itemset [1548] | ExpSup=6.3400
Itemset [772] | ExpSup=6.3400
Itemset [61] | ExpSup=6.3400
Itemset [395] | ExpSup=6.3400
Itemset [1020] | ExpSup=6.3300
Itemset [1196] | ExpSup=6.3300
Itemset [40] | ExpSup=6.3300
Itemset [949] | ExpSup=6.3300
Itemset [564] | ExpSup=6.3300
Itemset [802] | ExpSup=6.3200
Itemset [1495] | ExpSup=6.3100
Itemset [913] | ExpSup=6.3100
Itemset [1037] | ExpSup=6.3000
Itemset [704] | ExpSup=6.2900
Itemset [113] | ExpSup=6.2900
Itemset [256] | ExpSup=6.2900
Itemset [270] | ExpSup=6.2900
Itemset [925] | ExpSup=6.2900
Itemset [163] | ExpSup=6.2900
Itemset [393] | ExpSup=6.2800
Itemset [640] | ExpSup=6.2800
Itemset [801] | ExpSup=6.2800
Itemset [171] | ExpSup=6.2800
Itemset [1177] | ExpSup=6.2800
Itemset [399] | ExpSup=6.2700
Itemset [486] | ExpSup=6.2700
Itemset [41] | ExpSup=6.2700
Itemset [1227] | ExpSup=6.2600
Itemset [1005] | ExpSup=6.2500
Itemset [463] | ExpSup=6.2500
Itemset [1376] | ExpSup=6.2500
Itemset [1274] | ExpSup=6.2400
Itemset [1313] | ExpSup=6.2300
Itemset [584] | ExpSup=6.2300
Itemset [458] | ExpSup=6.2200
Itemset [652] | ExpSup=6.2100
Itemset [400] | ExpSup=6.2100
Itemset [536] | ExpSup=6.2100
Itemset [27] | ExpSup=6.2100
Itemset [894] | ExpSup=6.2100
Itemset [649] | ExpSup=6.2100
Itemset [735] | ExpSup=6.2100
Itemset [1041] | ExpSup=6.2100
Itemset [54] | ExpSup=6.2000
Itemset [1393] | ExpSup=6.2000
Itemset [1124] | ExpSup=6.2000
Itemset [860] | ExpSup=6.2000
Itemset [284] | ExpSup=6.1900
Itemset [1105] | ExpSup=6.1900
Itemset [169] | ExpSup=6.1800
Itemset [740] | ExpSup=6.1800
Itemset [1195] | ExpSup=6.1800
Itemset [1357] | ExpSup=6.1700
Itemset [788] | ExpSup=6.1600
Itemset [1485] | ExpSup=6.1600
Itemset [379] | ExpSup=6.1600
Itemset [1396] | ExpSup=6.1600
Itemset [553] | ExpSup=6.1600

============= TOP-K FREQUENT FROM UNCERTAIN DATABASES=============
 Top K = 700
 Items count from dataset: 1559
 Transactions count from dataset : 4141
 Maximum memory usage : 70.27003479003906 mb
 Total time ~ 37582 ms
===================================================
