======PRINT TOP-K FREQUENT ITEMSETS FROM UNCERTAIN DATABASES=====

Itemset [604] | ExpSup=12.4500
Itemset [1542] | ExpSup=9.9700
Itemset [159] | ExpSup=9.9700
Itemset [471] | ExpSup=9.9600
Itemset [526] | ExpSup=9.9500
Itemset [1450] | ExpSup=9.9500
Itemset [915] | ExpSup=9.9400
Itemset [1401] | ExpSup=9.9300
Itemset [1163] | ExpSup=9.9300
Itemset [359] | ExpSup=9.9100
Itemset [356] | ExpSup=9.8500
Itemset [149] | ExpSup=9.8300
Itemset [1052] | ExpSup=9.8100
Itemset [1153] | ExpSup=9.8100
Itemset [380] | ExpSup=9.8000
Itemset [1346] | ExpSup=9.7300
Itemset [1121] | ExpSup=9.7100
Itemset [375] | ExpSup=9.7000
Itemset [1125] | ExpSup=9.6800
Itemset [115] | ExpSup=9.6800
Itemset [1102] | ExpSup=9.6700
Itemset [1508] | ExpSup=9.6700
Itemset [593] | ExpSup=9.6600
Itemset [1179] | ExpSup=9.6300
Itemset [352] | ExpSup=9.6300
Itemset [1372] | ExpSup=9.5900
Itemset [455] | ExpSup=9.5600
Itemset [160] | ExpSup=9.5500
Itemset [743] | ExpSup=9.5500
Itemset [1535] | ExpSup=9.5200
Itemset [1515] | ExpSup=9.4400
Itemset [1381] | ExpSup=9.4400
Itemset [468] | ExpSup=9.4400
Itemset [617] | ExpSup=9.4200
Itemset [760] | ExpSup=9.4200
Itemset [286] | ExpSup=9.4000
Itemset [100] | ExpSup=9.3800
Itemset [1521] | ExpSup=9.3600
Itemset [1110] | ExpSup=9.3500
Itemset [209] | ExpSup=9.3500
Itemset [314] | ExpSup=9.3300
Itemset [143] | ExpSup=9.3100
Itemset [654] | ExpSup=9.2900
Itemset [520] | ExpSup=9.2800
Itemset [629] | ExpSup=9.2700
Itemset [1412] | ExpSup=9.2500
Itemset [1456] | ExpSup=9.2400
Itemset [377] | ExpSup=9.2200
Itemset [686] | ExpSup=9.2200
Itemset [1511] | ExpSup=9.1600
Itemset [238] | ExpSup=9.1500
Itemset [708] | ExpSup=9.1400
Itemset [1367] | ExpSup=9.1300
Itemset [179] | ExpSup=9.1300
Itemset [1531] | ExpSup=9.1200
Itemset [554] | ExpSup=9.1100
Itemset [1083] | ExpSup=9.0900
Itemset [862] | ExpSup=9.0800
Itemset [1387] | ExpSup=9.0700
Itemset [12] | ExpSup=9.0300
Itemset [1237] | ExpSup=9.0200
Itemset [563] | ExpSup=9.0100
Itemset [849] | ExpSup=8.9900
Itemset [1122] | ExpSup=8.9700
Itemset [1026] | ExpSup=8.9500
Itemset [93] | ExpSup=8.9300
Itemset [528] | ExpSup=8.9300
Itemset [206] | ExpSup=8.9200
Itemset [112] | ExpSup=8.9100
Itemset [484] | ExpSup=8.8900
Itemset [261] | ExpSup=8.8800
Itemset [167] | ExpSup=8.8800
Itemset [829] | ExpSup=8.8600
Itemset [321] | ExpSup=8.8400
Itemset [1426] | ExpSup=8.8400
Itemset [2] | ExpSup=8.8200
Itemset [136] | ExpSup=8.8200
Itemset [439] | ExpSup=8.8200
Itemset [320] | ExpSup=8.8000
Itemset [405] | ExpSup=8.7900
Itemset [277] | ExpSup=8.7800
Itemset [409] | ExpSup=8.7800
Itemset [344] | ExpSup=8.7700
Itemset [845] | ExpSup=8.7600
Itemset [1100] | ExpSup=8.7500
Itemset [1047] | ExpSup=8.7400
Itemset [1454] | ExpSup=8.7300
Itemset [764] | ExpSup=8.7300
Itemset [1056] | ExpSup=8.6900
Itemset [583] | ExpSup=8.6700
Itemset [170] | ExpSup=8.6700
Itemset [1176] | ExpSup=8.6600
Itemset [873] | ExpSup=8.6500
Itemset [1300] | ExpSup=8.6500
Itemset [418] | ExpSup=8.6400
Itemset [1432] | ExpSup=8.6300
Itemset [1485] | ExpSup=8.6100
Itemset [1522] | ExpSup=8.6100
Itemset [713] | ExpSup=8.5700
Itemset [287] | ExpSup=8.5600
Itemset [315] | ExpSup=8.5400
Itemset [553] | ExpSup=8.5300
Itemset [1256] | ExpSup=8.5100
Itemset [1181] | ExpSup=8.5100
Itemset [1119] | ExpSup=8.5100
Itemset [1064] | ExpSup=8.4900
Itemset [116] | ExpSup=8.4900
Itemset [809] | ExpSup=8.4800
Itemset [673] | ExpSup=8.4700
Itemset [376] | ExpSup=8.4700
Itemset [1160] | ExpSup=8.4700
Itemset [555] | ExpSup=8.4600
Itemset [174] | ExpSup=8.4500
Itemset [1513] | ExpSup=8.4500
Itemset [1182] | ExpSup=8.4400
Itemset [94] | ExpSup=8.4300
Itemset [1382] | ExpSup=8.4300
Itemset [1503] | ExpSup=8.4100
Itemset [1339] | ExpSup=8.4000
Itemset [423] | ExpSup=8.4000
Itemset [1021] | ExpSup=8.4000
Itemset [1360] | ExpSup=8.4000
Itemset [796] | ExpSup=8.3800
Itemset [1348] | ExpSup=8.3500
Itemset [324] | ExpSup=8.3500
Itemset [207] | ExpSup=8.3500
Itemset [242] | ExpSup=8.3400
Itemset [1447] | ExpSup=8.3400
Itemset [487] | ExpSup=8.3300
Itemset [1034] | ExpSup=8.3300
Itemset [402] | ExpSup=8.3200
Itemset [817] | ExpSup=8.3100
Itemset [1526] | ExpSup=8.2900
Itemset [353] | ExpSup=8.2900
Itemset [1023] | ExpSup=8.2800
Itemset [1329] | ExpSup=8.2800
Itemset [1234] | ExpSup=8.2600
Itemset [1265] | ExpSup=8.2400
Itemset [73] | ExpSup=8.2400
Itemset [1194] | ExpSup=8.2400
Itemset [1413] | ExpSup=8.2300
Itemset [1390] | ExpSup=8.2300
Itemset [1066] | ExpSup=8.2300
Itemset [681] | ExpSup=8.2100
Itemset [1035] | ExpSup=8.2100
Itemset [389] | ExpSup=8.1900
Itemset [892] | ExpSup=8.1800
Itemset [1123] | ExpSup=8.1800
Itemset [180] | ExpSup=8.1800
Itemset [1361] | ExpSup=8.1800
Itemset [1063] | ExpSup=8.1800
Itemset [856] | ExpSup=8.1700
Itemset [1323] | ExpSup=8.1700
Itemset [254] | ExpSup=8.1600
Itemset [443] | ExpSup=8.1600
Itemset [1518] | ExpSup=8.1400
Itemset [248] | ExpSup=8.1100
Itemset [266] | ExpSup=8.1100
Itemset [1041] | ExpSup=8.0900
Itemset [1395] | ExpSup=8.0900
Itemset [1536] | ExpSup=8.0800
Itemset [1477] | ExpSup=8.0800
Itemset [130] | ExpSup=8.0700
Itemset [457] | ExpSup=8.0700
Itemset [1068] | ExpSup=8.0700
Itemset [1472] | ExpSup=8.0600
Itemset [1286] | ExpSup=8.0600
Itemset [1530] | ExpSup=8.0600
Itemset [407] | ExpSup=8.0600
Itemset [552] | ExpSup=8.0500
Itemset [1054] | ExpSup=8.0500
Itemset [1484] | ExpSup=8.0400
Itemset [727] | ExpSup=8.0300
Itemset [491] | ExpSup=8.0300
Itemset [20] | ExpSup=8.0300
Itemset [859] | ExpSup=8.0200
Itemset [1150] | ExpSup=8.0200
Itemset [1151] | ExpSup=8.0100
Itemset [1157] | ExpSup=8.0100
Itemset [55] | ExpSup=8.0000
Itemset [1059] | ExpSup=8.0000
Itemset [104] | ExpSup=8.0000
Itemset [1225] | ExpSup=8.0000
Itemset [46] | ExpSup=7.9900
Itemset [1276] | ExpSup=7.9800
Itemset [233] | ExpSup=7.9800
Itemset [677] | ExpSup=7.9800
Itemset [1439] | ExpSup=7.9700
Itemset [1086] | ExpSup=7.9700
Itemset [1046] | ExpSup=7.9700
Itemset [711] | ExpSup=7.9600
Itemset [252] | ExpSup=7.9400
Itemset [1197] | ExpSup=7.9400
Itemset [323] | ExpSup=7.9300
Itemset [1334] | ExpSup=7.9300
Itemset [222] | ExpSup=7.9300
Itemset [458] | ExpSup=7.9300
Itemset [1358] | ExpSup=7.9200
Itemset [1134] | ExpSup=7.9200
Itemset [1254] | ExpSup=7.9200
Itemset [878] | ExpSup=7.9100
Itemset [1208] | ExpSup=7.9100
Itemset [469] | ExpSup=7.9000
Itemset [24] | ExpSup=7.9000
Itemset [943] | ExpSup=7.8900
Itemset [1230] | ExpSup=7.8800
Itemset [542] | ExpSup=7.8800
Itemset [1496] | ExpSup=7.8800
Itemset [986] | ExpSup=7.8700
Itemset [1142] | ExpSup=7.8700
Itemset [392] | ExpSup=7.8700
Itemset [1312] | ExpSup=7.8700
Itemset [1065] | ExpSup=7.8600
Itemset [1262] | ExpSup=7.8600
Itemset [523] | ExpSup=7.8600
Itemset [1379] | ExpSup=7.8500
Itemset [53] | ExpSup=7.8500
Itemset [1165] | ExpSup=7.8500
Itemset [299] | ExpSup=7.8400
Itemset [651] | ExpSup=7.8400
Itemset [1543] | ExpSup=7.8300
Itemset [1469] | ExpSup=7.8200
Itemset [925] | ExpSup=7.8200
Itemset [1517] | ExpSup=7.8200
Itemset [1101] | ExpSup=7.8100
Itemset [16] | ExpSup=7.8100
Itemset [448] | ExpSup=7.8000
Itemset [382] | ExpSup=7.8000
Itemset [1519] | ExpSup=7.8000
Itemset [1193] | ExpSup=7.8000
Itemset [533] | ExpSup=7.7900
Itemset [412] | ExpSup=7.7900
Itemset [1195] | ExpSup=7.7800
Itemset [1449] | ExpSup=7.7800
Itemset [417] | ExpSup=7.7800
Itemset [600] | ExpSup=7.7800
Itemset [442] | ExpSup=7.7700
Itemset [1189] | ExpSup=7.7500
Itemset [1027] | ExpSup=7.7400
Itemset [754] | ExpSup=7.7400
Itemset [572] | ExpSup=7.7300
Itemset [1541] | ExpSup=7.7300
Itemset [234] | ExpSup=7.7100
Itemset [1257] | ExpSup=7.7100
Itemset [194] | ExpSup=7.7100
Itemset [511] | ExpSup=7.7100
Itemset [342] | ExpSup=7.7000
Itemset [746] | ExpSup=7.6900
Itemset [1490] | ExpSup=7.6800
Itemset [1022] | ExpSup=7.6800
Itemset [1004] | ExpSup=7.6800
Itemset [577] | ExpSup=7.6700
Itemset [396] | ExpSup=7.6700
Itemset [1012] | ExpSup=7.6700
Itemset [684] | ExpSup=7.6700
Itemset [1306] | ExpSup=7.6600
Itemset [1143] | ExpSup=7.6600
Itemset [1044] | ExpSup=7.6500
Itemset [84] | ExpSup=7.6500
Itemset [1311] | ExpSup=7.6500
Itemset [1172] | ExpSup=7.6500
Itemset [433] | ExpSup=7.6400
Itemset [70] | ExpSup=7.6200
Itemset [1087] | ExpSup=7.6200
Itemset [1092] | ExpSup=7.6100
Itemset [1269] | ExpSup=7.6100
Itemset [131] | ExpSup=7.6100
Itemset [838] | ExpSup=7.6100
Itemset [569] | ExpSup=7.6100
Itemset [18] | ExpSup=7.6000
Itemset [403] | ExpSup=7.6000
Itemset [1344] | ExpSup=7.5900
Itemset [90] | ExpSup=7.5900
Itemset [1232] | ExpSup=7.5800
Itemset [660] | ExpSup=7.5700
Itemset [31] | ExpSup=7.5700
Itemset [1386] | ExpSup=7.5700
Itemset [648] | ExpSup=7.5600
Itemset [1030] | ExpSup=7.5600
Itemset [885] | ExpSup=7.5500
Itemset [1152] | ExpSup=7.5500
Itemset [1070] | ExpSup=7.5400
Itemset [1252] | ExpSup=7.5400
Itemset [256] | ExpSup=7.5300
Itemset [541] | ExpSup=7.5200
Itemset [507] | ExpSup=7.5100
Itemset [765] | ExpSup=7.5100
Itemset [923] | ExpSup=7.5100
Itemset [76] | ExpSup=7.5100
Itemset [1498] | ExpSup=7.5000
Itemset [1308] | ExpSup=7.4900
Itemset [599] | ExpSup=7.4900
Itemset [284] | ExpSup=7.4800
Itemset [1000] | ExpSup=7.4800
Itemset [414] | ExpSup=7.4800
Itemset [902] | ExpSup=7.4700
Itemset [1090] | ExpSup=7.4600
Itemset [1079] | ExpSup=7.4600
Itemset [408] | ExpSup=7.4600
Itemset [1148] | ExpSup=7.4500
Itemset [891] | ExpSup=7.4400
Itemset [467] | ExpSup=7.4300
Itemset [887] | ExpSup=7.4200
Itemset [904] | ExpSup=7.4200
Itemset [137] | ExpSup=7.4100
Itemset [1487] | ExpSup=7.4100
Itemset [1303] | ExpSup=7.4100
Itemset [312] | ExpSup=7.4100
Itemset [485] | ExpSup=7.4000
Itemset [426] | ExpSup=7.4000
Itemset [1305] | ExpSup=7.4000
Itemset [1328] | ExpSup=7.4000
Itemset [169] | ExpSup=7.3900
Itemset [1155] | ExpSup=7.3900
Itemset [1443] | ExpSup=7.3900
Itemset [1145] | ExpSup=7.3800
Itemset [1292] | ExpSup=7.3800
Itemset [155] | ExpSup=7.3800
Itemset [273] | ExpSup=7.3800
Itemset [301] | ExpSup=7.3800
Itemset [462] | ExpSup=7.3700
Itemset [559] | ExpSup=7.3600
Itemset [1460] | ExpSup=7.3600
Itemset [63] | ExpSup=7.3600
Itemset [682] | ExpSup=7.3600
Itemset [129] | ExpSup=7.3400
Itemset [1430] | ExpSup=7.3300
Itemset [345] | ExpSup=7.3300
Itemset [813] | ExpSup=7.3200
Itemset [1405] | ExpSup=7.3200
Itemset [1281] | ExpSup=7.3100
Itemset [1253] | ExpSup=7.3100
Itemset [369] | ExpSup=7.3000
Itemset [135] | ExpSup=7.3000
Itemset [43] | ExpSup=7.3000
Itemset [1246] | ExpSup=7.3000
Itemset [670] | ExpSup=7.2900
Itemset [294] | ExpSup=7.2900
Itemset [227] | ExpSup=7.2800
Itemset [399] | ExpSup=7.2700
Itemset [438] | ExpSup=7.2700
Itemset [360] | ExpSup=7.2600
Itemset [476] | ExpSup=7.2600
Itemset [1215] | ExpSup=7.2500
Itemset [669] | ExpSup=7.2500
Itemset [655] | ExpSup=7.2500
Itemset [69] | ExpSup=7.2400
Itemset [500] | ExpSup=7.2300
Itemset [1036] | ExpSup=7.2300
Itemset [434] | ExpSup=7.2200
Itemset [1213] | ExpSup=7.2200
Itemset [250] | ExpSup=7.2200
Itemset [452] | ExpSup=7.2200
Itemset [674] | ExpSup=7.2100
Itemset [47] | ExpSup=7.2000
Itemset [127] | ExpSup=7.2000
Itemset [1331] | ExpSup=7.1900
Itemset [307] | ExpSup=7.1900
Itemset [1166] | ExpSup=7.1900
Itemset [664] | ExpSup=7.1800
Itemset [486] | ExpSup=7.1800
Itemset [647] | ExpSup=7.1800
Itemset [1441] | ExpSup=7.1800
Itemset [861] | ExpSup=7.1800
Itemset [171] | ExpSup=7.1800
Itemset [709] | ExpSup=7.1800
Itemset [733] | ExpSup=7.1600
Itemset [86] | ExpSup=7.1600
Itemset [156] | ExpSup=7.1600
Itemset [1161] | ExpSup=7.1600
Itemset [712] | ExpSup=7.1600
Itemset [640] | ExpSup=7.1500
Itemset [540] | ExpSup=7.1500
Itemset [718] | ExpSup=7.1400
Itemset [747] | ExpSup=7.1200
Itemset [245] | ExpSup=7.1200
Itemset [731] | ExpSup=7.1200
Itemset [1273] | ExpSup=7.1200
Itemset [1050] | ExpSup=7.1100
Itemset [1294] | ExpSup=7.1100
Itemset [846] | ExpSup=7.1100
Itemset [530] | ExpSup=7.1100
Itemset [972] | ExpSup=7.1100
Itemset [1201] | ExpSup=7.1100
Itemset [108] | ExpSup=7.1000
Itemset [15] | ExpSup=7.1000
Itemset [1169] | ExpSup=7.1000
Itemset [204] | ExpSup=7.0800
Itemset [1501] | ExpSup=7.0800
Itemset [1120] | ExpSup=7.0800
Itemset [494] | ExpSup=7.0700
Itemset [613] | ExpSup=7.0700
Itemset [566] | ExpSup=7.0700
Itemset [1103] | ExpSup=7.0700
Itemset [1159] | ExpSup=7.0700
Itemset [30] | ExpSup=7.0600
Itemset [837] | ExpSup=7.0600
Itemset [1327] | ExpSup=7.0500
Itemset [118] | ExpSup=7.0400
Itemset [49] | ExpSup=7.0400
Itemset [1559] | ExpSup=7.0400
Itemset [1313] | ExpSup=7.0200
Itemset [337] | ExpSup=7.0200
Itemset [1396] | ExpSup=7.0100
Itemset [650] | ExpSup=7.0100
Itemset [283] | ExpSup=7.0100
Itemset [920] | ExpSup=7.0000
Itemset [1462] | ExpSup=7.0000
Itemset [225] | ExpSup=7.0000
Itemset [1164] | ExpSup=7.0000
Itemset [502] | ExpSup=6.9900
Itemset [1] | ExpSup=6.9900
Itemset [815] | ExpSup=6.9800
Itemset [1255] | ExpSup=6.9800
Itemset [195] | ExpSup=6.9800
Itemset [1446] | ExpSup=6.9800
Itemset [814] | ExpSup=6.9800
Itemset [906] | ExpSup=6.9700
Itemset [589] | ExpSup=6.9700
Itemset [880] | ExpSup=6.9600
Itemset [370] | ExpSup=6.9600
Itemset [1236] | ExpSup=6.9600
Itemset [79] | ExpSup=6.9600
Itemset [1307] | ExpSup=6.9600
Itemset [165] | ExpSup=6.9500
Itemset [109] | ExpSup=6.9400
Itemset [1324] | ExpSup=6.9400
Itemset [161] | ExpSup=6.9400
Itemset [362] | ExpSup=6.9300
Itemset [1318] | ExpSup=6.9300
Itemset [1416] | ExpSup=6.9300
Itemset [1204] | ExpSup=6.9200
Itemset [889] | ExpSup=6.9200
Itemset [114] | ExpSup=6.9100
Itemset [124] | ExpSup=6.9100
Itemset [1375] | ExpSup=6.9100
Itemset [340] | ExpSup=6.9000
Itemset [1491] | ExpSup=6.9000
Itemset [1533] | ExpSup=6.8900
Itemset [154] | ExpSup=6.8900
Itemset [1128] | ExpSup=6.8900
Itemset [1444] | ExpSup=6.8900
Itemset [839] | ExpSup=6.8800
Itemset [343] | ExpSup=6.8700
Itemset [1216] | ExpSup=6.8700
Itemset [899] | ExpSup=6.8700
Itemset [643] | ExpSup=6.8600
Itemset [678] | ExpSup=6.8600
Itemset [806] | ExpSup=6.8600

============= TOP-K FREQUENT FROM UNCERTAIN DATABASES=============
 Top K = 500
 Items count from dataset: 1559
 Transactions count from dataset : 4141
 Maximum memory usage : 3.6021575927734375 mb
 Total time ~ 883 ms
===================================================
